"[run number]","file-name","initial-meetings-pct","alpha","iterations-multiplier","lambda","threshold","[step]","res-ari","res-p","res-r","res-s","length (remove-duplicates [label-id] of turtles)"
"169","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7432389536597396","0.7142953205235387","0.5399005326850151","0.3736637814724217","3"
"170","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.687900691265337","0.6744705577507312","0.49979423739706746","0.3809334085727121","3"
"172","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6527213735184078","0.6306514228625937","0.46830621214470075","0.2804855132085511","3"
"171","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7004821799552177","0.6781662393257727","0.5250608794389899","0.3612857252342545","3"
"173","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6659283946021988","0.6893868048944423","0.4407128992947607","0.3858986656462264","4"
"174","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6879539778543862","0.5680300812230171","0.5984387877581779","0.5412705518789761","2"
"175","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7363747325730015","0.6167655222075136","0.6370223001368297","0.5168864270739472","2"
"176","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7039492104123606","0.6847519689661808","0.5048168848465084","0.33137683772144283","3"
"177","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6191333091262712","0.5823449836498575","0.45750199699803346","0.42559136702373634","3"
"178","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6615144937646835","0.6477730655719718","0.4702149485287235","0.3589177114307086","3"
"179","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.5531674549961062","0.5300356893216719","0.33047508452658997","0.32791105453753944","4"
"180","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7243195610784174","0.6019511887722452","0.6194501411879887","0.5172180184244226","2"
"181","breast-cancer.csv","0.5","0.2","75","0.9995","0.05","42675","0.6521564731755711","0.628572756247897","0.4694926937511846","0.43936908514102047","3"
"182","breast-cancer.csv","0.5","0.2","75","0.9995","0.05","42675","0.6540021033060193","0.5258026518434413","0.5337436134438228","0.4979515164575466","2"
"183","breast-cancer.csv","0.5","0.2","75","0.9995","0.05","42675","0.7670440194295643","0.6564431101254203","0.681863820651617","0.5401388666134492","2"
"184","breast-cancer.csv","0.5","0.2","75","0.9995","0.05","42675","0.6053625042103608","0.5815186064974405","0.43451737108768007","0.38223796373281826","3"
"185","breast-cancer.csv","0.5","0.2","75","0.9995","0.05","42675","0.5980321929379576","0.5897944933718582","0.4280331696446714","0.3239460792918086","3"
